x (nodes),y (nodes),x (m),y (m),h + zb (m),zb (m),h (m),u (m/s),v (m/s), q (m^2/s), h analytical (m), u analytical (m/s), h analytical + zb (m)
  293,  141,      1.9510,      0.9371,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  142,      1.9510,      0.9438,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  143,      1.9510,      0.9505,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  144,      1.9510,      0.9571,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  145,      1.9510,      0.9638,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  146,      1.9510,      0.9705,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  147,      1.9510,      0.9772,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  148,      1.9510,      0.9838,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  149,      1.9510,      0.9905,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  293,  150,      1.9510,      0.9972,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    1,      1.9576,      0.0033,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    2,      1.9576,      0.0100,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    3,      1.9576,      0.0167,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    4,      1.9576,      0.0233,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    5,      1.9576,      0.0300,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    6,      1.9576,      0.0367,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    7,      1.9576,      0.0434,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    8,      1.9576,      0.0500,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,    9,      1.9576,      0.0567,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   10,      1.9576,      0.0634,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   11,      1.9576,      0.0700,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   12,      1.9576,      0.0767,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   13,      1.9576,      0.0834,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   14,      1.9576,      0.0900,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   15,      1.9576,      0.0967,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   16,      1.9576,      0.1034,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   17,      1.9576,      0.1101,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   18,      1.9576,      0.1167,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   19,      1.9576,      0.1234,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   20,      1.9576,      0.1301,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   21,      1.9576,      0.1367,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   22,      1.9576,      0.1434,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   23,      1.9576,      0.1501,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   24,      1.9576,      0.1567,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   25,      1.9576,      0.1634,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   26,      1.9576,      0.1701,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   27,      1.9576,      0.1768,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   28,      1.9576,      0.1834,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   29,      1.9576,      0.1901,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   30,      1.9576,      0.1968,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   31,      1.9576,      0.2034,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   32,      1.9576,      0.2101,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   33,      1.9576,      0.2168,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   34,      1.9576,      0.2234,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   35,      1.9576,      0.2301,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   36,      1.9576,      0.2368,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   37,      1.9576,      0.2435,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   38,      1.9576,      0.2501,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   39,      1.9576,      0.2568,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   40,      1.9576,      0.2635,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   41,      1.9576,      0.2701,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   42,      1.9576,      0.2768,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   43,      1.9576,      0.2835,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   44,      1.9576,      0.2901,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   45,      1.9576,      0.2968,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   46,      1.9576,      0.3035,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   47,      1.9576,      0.3102,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   48,      1.9576,      0.3168,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   49,      1.9576,      0.3235,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   50,      1.9576,      0.3302,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   51,      1.9576,      0.3368,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   52,      1.9576,      0.3435,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   53,      1.9576,      0.3502,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   54,      1.9576,      0.3568,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   55,      1.9576,      0.3635,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   56,      1.9576,      0.3702,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   57,      1.9576,      0.3769,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   58,      1.9576,      0.3835,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   59,      1.9576,      0.3902,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   60,      1.9576,      0.3969,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   61,      1.9576,      0.4035,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   62,      1.9576,      0.4102,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   63,      1.9576,      0.4169,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   64,      1.9576,      0.4235,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   65,      1.9576,      0.4302,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   66,      1.9576,      0.4369,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   67,      1.9576,      0.4436,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   68,      1.9576,      0.4502,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   69,      1.9576,      0.4569,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   70,      1.9576,      0.4636,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   71,      1.9576,      0.4702,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   72,      1.9576,      0.4769,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   73,      1.9576,      0.4836,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   74,      1.9576,      0.4902,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   75,      1.9576,      0.4969,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   76,      1.9576,      0.5036,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   77,      1.9576,      0.5103,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   78,      1.9576,      0.5169,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   79,      1.9576,      0.5236,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   80,      1.9576,      0.5303,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   81,      1.9576,      0.5369,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   82,      1.9576,      0.5436,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   83,      1.9576,      0.5503,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   84,      1.9576,      0.5569,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   85,      1.9576,      0.5636,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   86,      1.9576,      0.5703,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   87,      1.9576,      0.5770,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   88,      1.9576,      0.5836,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   89,      1.9576,      0.5903,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   90,      1.9576,      0.5970,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   91,      1.9576,      0.6036,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   92,      1.9576,      0.6103,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   93,      1.9576,      0.6170,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   94,      1.9576,      0.6236,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   95,      1.9576,      0.6303,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   96,      1.9576,      0.6370,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   97,      1.9576,      0.6437,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   98,      1.9576,      0.6503,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,   99,      1.9576,      0.6570,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  100,      1.9576,      0.6637,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  101,      1.9576,      0.6703,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  102,      1.9576,      0.6770,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  103,      1.9576,      0.6837,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  104,      1.9576,      0.6903,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  105,      1.9576,      0.6970,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  106,      1.9576,      0.7037,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  107,      1.9576,      0.7104,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  108,      1.9576,      0.7170,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  109,      1.9576,      0.7237,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  110,      1.9576,      0.7304,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  111,      1.9576,      0.7370,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  112,      1.9576,      0.7437,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  113,      1.9576,      0.7504,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  114,      1.9576,      0.7570,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  115,      1.9576,      0.7637,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  116,      1.9576,      0.7704,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  117,      1.9576,      0.7771,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  118,      1.9576,      0.7837,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  119,      1.9576,      0.7904,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  120,      1.9576,      0.7971,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  121,      1.9576,      0.8037,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  122,      1.9576,      0.8104,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  123,      1.9576,      0.8171,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  124,      1.9576,      0.8237,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  125,      1.9576,      0.8304,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  126,      1.9576,      0.8371,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  127,      1.9576,      0.8438,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  128,      1.9576,      0.8504,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  129,      1.9576,      0.8571,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  130,      1.9576,      0.8638,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  131,      1.9576,      0.8704,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  132,      1.9576,      0.8771,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  133,      1.9576,      0.8838,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  134,      1.9576,      0.8904,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  135,      1.9576,      0.8971,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  136,      1.9576,      0.9038,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  137,      1.9576,      0.9105,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  138,      1.9576,      0.9171,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  139,      1.9576,      0.9238,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  140,      1.9576,      0.9305,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  141,      1.9576,      0.9371,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  142,      1.9576,      0.9438,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  143,      1.9576,      0.9505,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  144,      1.9576,      0.9571,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  145,      1.9576,      0.9638,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  146,      1.9576,      0.9705,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  147,      1.9576,      0.9772,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  148,      1.9576,      0.9838,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  149,      1.9576,      0.9905,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  294,  150,      1.9576,      0.9972,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    1,      1.9643,      0.0033,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    2,      1.9643,      0.0100,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    3,      1.9643,      0.0167,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    4,      1.9643,      0.0233,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    5,      1.9643,      0.0300,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    6,      1.9643,      0.0367,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    7,      1.9643,      0.0434,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    8,      1.9643,      0.0500,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,    9,      1.9643,      0.0567,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   10,      1.9643,      0.0634,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   11,      1.9643,      0.0700,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   12,      1.9643,      0.0767,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   13,      1.9643,      0.0834,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   14,      1.9643,      0.0900,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   15,      1.9643,      0.0967,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   16,      1.9643,      0.1034,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   17,      1.9643,      0.1101,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   18,      1.9643,      0.1167,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   19,      1.9643,      0.1234,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   20,      1.9643,      0.1301,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   21,      1.9643,      0.1367,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   22,      1.9643,      0.1434,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   23,      1.9643,      0.1501,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   24,      1.9643,      0.1567,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   25,      1.9643,      0.1634,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   26,      1.9643,      0.1701,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   27,      1.9643,      0.1768,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   28,      1.9643,      0.1834,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   29,      1.9643,      0.1901,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   30,      1.9643,      0.1968,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
