x (nodes),y (nodes),x (m),y (m),h + zb (m),zb (m),h (m),u (m/s),v (m/s), q (m^2/s), h analytical (m), u analytical (m/s), h analytical + zb (m)
  295,   31,      1.9643,      0.2034,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   32,      1.9643,      0.2101,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   33,      1.9643,      0.2168,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   34,      1.9643,      0.2234,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   35,      1.9643,      0.2301,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   36,      1.9643,      0.2368,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   37,      1.9643,      0.2435,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   38,      1.9643,      0.2501,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   39,      1.9643,      0.2568,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   40,      1.9643,      0.2635,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   41,      1.9643,      0.2701,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   42,      1.9643,      0.2768,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   43,      1.9643,      0.2835,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   44,      1.9643,      0.2901,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   45,      1.9643,      0.2968,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   46,      1.9643,      0.3035,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   47,      1.9643,      0.3102,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   48,      1.9643,      0.3168,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   49,      1.9643,      0.3235,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   50,      1.9643,      0.3302,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   51,      1.9643,      0.3368,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   52,      1.9643,      0.3435,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   53,      1.9643,      0.3502,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   54,      1.9643,      0.3568,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   55,      1.9643,      0.3635,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   56,      1.9643,      0.3702,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   57,      1.9643,      0.3769,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   58,      1.9643,      0.3835,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   59,      1.9643,      0.3902,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   60,      1.9643,      0.3969,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   61,      1.9643,      0.4035,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   62,      1.9643,      0.4102,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   63,      1.9643,      0.4169,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   64,      1.9643,      0.4235,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   65,      1.9643,      0.4302,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   66,      1.9643,      0.4369,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   67,      1.9643,      0.4436,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   68,      1.9643,      0.4502,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   69,      1.9643,      0.4569,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   70,      1.9643,      0.4636,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   71,      1.9643,      0.4702,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   72,      1.9643,      0.4769,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   73,      1.9643,      0.4836,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   74,      1.9643,      0.4902,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   75,      1.9643,      0.4969,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   76,      1.9643,      0.5036,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   77,      1.9643,      0.5103,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   78,      1.9643,      0.5169,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   79,      1.9643,      0.5236,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   80,      1.9643,      0.5303,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   81,      1.9643,      0.5369,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   82,      1.9643,      0.5436,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   83,      1.9643,      0.5503,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   84,      1.9643,      0.5569,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   85,      1.9643,      0.5636,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   86,      1.9643,      0.5703,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   87,      1.9643,      0.5770,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   88,      1.9643,      0.5836,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   89,      1.9643,      0.5903,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   90,      1.9643,      0.5970,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   91,      1.9643,      0.6036,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   92,      1.9643,      0.6103,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   93,      1.9643,      0.6170,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   94,      1.9643,      0.6236,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   95,      1.9643,      0.6303,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   96,      1.9643,      0.6370,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   97,      1.9643,      0.6437,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   98,      1.9643,      0.6503,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,   99,      1.9643,      0.6570,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  100,      1.9643,      0.6637,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  101,      1.9643,      0.6703,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  102,      1.9643,      0.6770,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  103,      1.9643,      0.6837,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  104,      1.9643,      0.6903,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  105,      1.9643,      0.6970,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  106,      1.9643,      0.7037,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  107,      1.9643,      0.7104,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  108,      1.9643,      0.7170,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  109,      1.9643,      0.7237,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  110,      1.9643,      0.7304,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  111,      1.9643,      0.7370,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  112,      1.9643,      0.7437,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  113,      1.9643,      0.7504,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  114,      1.9643,      0.7570,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  115,      1.9643,      0.7637,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  116,      1.9643,      0.7704,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  117,      1.9643,      0.7771,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  118,      1.9643,      0.7837,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  119,      1.9643,      0.7904,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  120,      1.9643,      0.7971,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  121,      1.9643,      0.8037,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  122,      1.9643,      0.8104,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  123,      1.9643,      0.8171,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  124,      1.9643,      0.8237,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  125,      1.9643,      0.8304,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  126,      1.9643,      0.8371,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  127,      1.9643,      0.8438,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  128,      1.9643,      0.8504,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
  295,  129,      1.9643,      0.8571,      0.1850,      0.0013,      0.1837,      0.6749,      0.0000,      0.1240,      0.0000,      0.0000,      0.0013,
